8.564000000000000432e-03 1.299999999999999920e-05 2.162255112563438997e-01
1.125899999999999991e-02 1.999999999999999909e-06 3.817576239001621574e-01
7.034999999999999587e-03 4.999999999999999562e-06 6.554846409298464849e-01
8.114299999999999291e-02 2.400000000000000061e-05 5.978288294841467287e-01
1.496899999999999967e-02 7.999999999999999638e-06 4.503404459135667004e-01
3.588999999999999743e-03 0.000000000000000000e+00 5.827674871595222017e-01
3.158999999999999916e-03 0.000000000000000000e+00 4.949257105522960054e-01
3.170999999999999514e-02 1.154999999999999994e-03 5.993280939668090834e-01
9.999999999999999124e-06 5.989999999999999231e-04 2.262485847748011425e-01
2.357300000000000020e-02 1.049999999999999908e-04 3.744348162813023184e-01
5.086999999999999508e-03 6.999999999999999895e-06 6.932679327277324610e-01
8.350199999999999290e-02 4.999999999999999562e-06 5.933429253982646090e-01
1.698200000000000057e-02 1.999999999999999825e-04 5.797189264117859064e-01
2.523000000000000069e-03 2.699999999999999899e-05 1.700689408183364559e-01
1.887999999999999921e-03 0.000000000000000000e+00 8.087609318164229455e-01
5.169999999999999899e-04 6.000000000000000152e-06 2.121585164619293196e-01
8.839999999999999117e-04 0.000000000000000000e+00 5.963449658050786750e-01
1.984400000000000053e-02 3.799999999999999532e-05 2.376119562037022903e-01
8.481199999999999850e-02 4.399999999999999886e-05 4.976063666063549329e-01
1.170899999999999892e-02 1.999999999999999909e-06 6.736339288394902480e-01
1.132999999999999893e-03 0.000000000000000000e+00 8.362652996247890713e-02
1.067099999999999993e-02 1.399999999999999979e-05 3.801257684245613611e-01
5.419999999999999471e-04 2.519999999999999996e-04 6.022624018034804516e-01
5.258999999999999786e-03 0.000000000000000000e+00 5.917231690661193255e-01
2.063999999999999863e-03 0.000000000000000000e+00 2.114416303847651557e-01
4.474999999999999811e-03 7.999999999999999638e-06 2.125737311018693898e-01
4.020000000000000136e-03 0.000000000000000000e+00 4.186828415002611936e-01
2.620699999999999766e-02 6.899999999999999667e-05 5.838444165935059438e-01
9.863000000000000239e-03 0.000000000000000000e+00 4.049542661401844823e-01
1.993540000000000034e-01 2.131000000000000082e-03 5.728453674390028283e-01
8.604999999999999802e-03 1.499999999999999869e-05 2.084194132790897491e-01
1.132199999999999873e-02 4.999999999999999562e-06 3.508608557642808878e-01
7.095999999999999877e-03 4.999999999999999562e-06 6.808321421061668266e-01
8.205099999999999894e-02 2.599999999999999840e-05 6.117056358092965995e-01
1.497799999999999999e-02 1.099999999999999971e-05 4.068280209139670256e-01
4.086000000000000222e-03 0.000000000000000000e+00 4.681594575083199983e-01
3.774000000000000011e-03 0.000000000000000000e+00 4.368086862043348839e-01
3.184999999999999637e-02 1.591999999999999882e-03 6.143465453307150881e-01
9.999999999999999124e-06 8.149999999999999693e-04 1.724090217240902001e-01
2.369899999999999785e-02 2.339999999999999958e-04 4.534300187719637054e-01
5.094999999999999703e-03 9.000000000000000228e-06 6.797873634789082242e-01
8.504399999999999460e-02 9.000000000000000228e-06 6.008246697855386120e-01
1.715900000000000064e-02 2.379999999999999846e-04 5.981913640177819458e-01
2.521999999999999936e-03 2.699999999999999899e-05 2.026938668758990203e-01
1.887999999999999921e-03 0.000000000000000000e+00 8.201885496478601434e-01
5.220000000000000031e-04 6.000000000000000152e-06 2.129600802546008087e-01
8.839999999999999117e-04 0.000000000000000000e+00 6.100332651501064740e-01
1.987599999999999784e-02 4.999999999999999562e-05 2.665169345757384400e-01
8.711900000000000199e-02 6.099999999999999872e-05 4.957530265938000502e-01
1.270999999999999908e-02 1.999999999999999909e-06 6.779090551192415992e-01
