8	19	11	1	12	13	15	6
16	7	5	0	14	8	14	4
13	4	9	1	11	10	12	4
8	9	9	1	11	8	15	3
6	7	11	3	7	8	13	3
5	9	12	0	8	7	7	1
6	2	9	1	7	9	10	3
8	6	7	0	9	6	7	1
8	5	6	2	4	7	8	4
4	7	8	1	7	4	9	3
6	6	5	0	6	11	5	2
4	6	7	0	4	8	11	1
3	6	4	0	6	5	10	1
5	6	6	0	5	10	2	1
4	2	6	1	7	4	8	2
4	3	4	2	7	4	9	0
4	8	1	0	4	5	5	4
4	4	3	0	4	5	3	3
